qtr_yr,TICKER,qdate,dpr,roe,roa,GProf,npm,fcf_ocf,cash_debt,cash_lt,ocf_lct,totdebt_invcap,de_ratio,debt_ebitda,intcov_ratio,curr_ratio,cash_ratio,quick_ratio,DIVAMT,change_div,Industry
Q3 2016,OXY,2016-09-30,1.179,-0.23,-0.047,-0.019,-0.617,0.148,0.176,0.192,0.558,0.266,0.812,-3.883,-23.801,1.435,0.593,1.28,0.76,0,Energy
Q4 2016,OXY,2016-12-31,1.179,-0.041,0.064,0.096,-0.099,0.197,0.157,0.104,0.532,0.314,1.005,3.561,-5.175,1.325,0.355,1.189,0.76,0,Energy
Q1 2017,OXY,2017-03-31,1.179,-0.022,0.082,0.114,-0.048,0.165,0.157,0.132,0.554,0.293,0.928,2.63,-2.099,1.421,0.446,1.268,0.76,0,Energy
Q2 2017,OXY,2017-06-30,19.25,0.005,0.088,0.121,0.01,0.272,0.157,0.111,0.644,0.308,0.969,2.527,-0.923,1.323,0.365,1.176,0.76,-1,Energy
Q3 2017,OXY,2017-09-30,4.245,0.024,0.094,0.128,0.046,0.263,0.157,0.093,0.692,0.322,1.005,2.474,-0.015,1.224,0.302,1.078,0.77,0,Energy
Q4 2017,OXY,2017-12-31,1.806,0.06,0.11,0.148,0.105,0.28,0.233,0.08,0.675,0.329,1.043,2.091,2.023,1.118,0.233,0.949,0.77,0,Energy
Q1 2018,OXY,2018-03-31,1.242,0.087,0.13,0.167,0.143,0.27,0.233,0.088,0.787,0.328,1.027,1.822,4.097,1.186,0.275,1.031,0.77,0,Energy
Q2 2018,OXY,2018-06-30,1.058,0.104,0.152,0.188,0.156,0.158,0.233,0.076,0.727,0.33,1.055,1.575,6.591,1.218,0.231,1.056,0.77,-1,Energy
Q3 2018,OXY,2018-09-30,0.607,0.183,0.184,0.22,0.237,0.272,0.233,0.087,0.853,0.329,1.077,1.298,10.31,1.27,0.254,1.119,0.78,0,Energy
Q4 2018,OXY,2018-12-31,0.577,0.19,0.201,0.236,0.232,0.351,0.34,0.143,1.035,0.327,1.056,1.195,11.977,1.34,0.433,1.17,0.78,0,Energy
Q1 2019,OXY,2019-03-31,0.588,0.184,0.198,0.232,0.224,0.316,0.34,0.103,0.969,0.332,1.086,1.206,11.985,1.315,0.303,1.153,0.78,0,Energy
Q2 2019,OXY,2019-06-30,0.619,0.173,0.201,0.231,0.209,0.348,0.34,0.107,1.008,0.335,1.084,1.195,12.35,1.274,0.317,1.103,0.78,-1,Energy
Q3 2019,OXY,2019-09-30,2.32,0.053,0.199,0.156,0.063,0.298,0.34,0.079,0.817,0.439,1.535,2.289,6.562,1.287,0.316,1.133,0.79,0,Energy
Q4 2019,OXY,2019-12-31,1.179,-0.023,0.129,0.101,-0.032,0.138,0.098,0.048,0.493,0.543,2.194,4.044,4.145,1.25,0.239,1.153,0.79,0,Energy
Q1 2020,OXY,2020-03-31,1.179,-0.115,0.14,0.133,-0.14,0.177,0.098,0.051,0.615,0.53,2.06,3.068,3.045,1.251,0.257,1.131,0.79,1,Energy
Q2 2020,OXY,2020-06-30,1.179,-0.344,0.081,0.085,-0.483,0.09,0.098,0.042,0.466,0.578,2.369,5.414,-3.792,1.184,0.234,1.07,0.01,0,Energy
Q3 2020,OXY,2020-09-30,1.179,-0.44,0.065,0.085,-0.667,0.103,0.098,0.032,0.385,0.616,2.539,5.729,-4.364,1.097,0.189,0.97,0.01,0,Energy
Q4 2020,OXY,2020-12-31,1.179,-0.54,0.058,0.081,-0.76,0.359,0.064,0.035,0.481,0.679,3.311,6.792,-5.028,1.072,0.265,0.842,0.01,0,Energy
Q1 2021,OXY,2021-03-31,1.179,-0.522,0.056,0.07,-0.681,0.484,0.064,0.03,0.378,0.68,3.162,7.732,-5.087,1.02,0.207,0.827,0.01,0,Energy
Q2 2021,OXY,2021-06-30,1.179,-0.25,0.114,0.128,-0.226,0.67,0.064,0.046,0.702,0.686,3.319,3.973,0.719,1.149,0.307,0.944,0.01,0,Energy
Q3 2021,OXY,2021-09-30,1.179,0.005,0.141,0.158,0.004,0.709,0.064,0.048,0.984,0.672,3.259,3.142,1.851,1.171,0.328,0.955,0.01,0,Energy
Q4 2021,OXY,2021-12-31,0.019,0.166,0.182,0.203,0.107,0.725,0.191,0.051,1.253,0.604,2.691,2.148,3.362,1.227,0.335,1.005,0.01,-1,Energy
Q1 2022,OXY,2022-03-31,0.325,0.458,0.212,0.231,0.254,0.753,0.191,0.053,1.429,0.616,2.703,1.927,5.304,1.204,0.329,1.012,0.13,0,Energy
Q2 2022,OXY,2022-06-30,0.202,0.641,0.262,0.283,0.327,0.768,0.191,0.04,1.647,0.559,2.255,1.412,9.575,1.131,0.234,0.947,0.13,0,Energy
Q3 2022,OXY,2022-09-30,0.155,0.676,0.293,0.312,0.356,0.754,0.191,0.038,1.837,0.508,1.904,1.169,12.743,1.137,0.212,0.942,0.13,0,Energy
Q1 2010,MTB,2010-03-31,1.007,0.069,0.021,0.038,0.123,0.966,0.019,0.021,0.0,0.745,8.003,9.212,0.0,0.0,0.0,0.0,0.7,0,Financials
Q2 2010,MTB,2010-06-30,0.774,0.087,0.022,0.041,0.159,0.964,0.019,0.021,0.0,0.717,7.746,7.943,0.0,0.0,0.0,0.0,0.7,0,Financials
Q3 2010,MTB,2010-09-30,0.697,0.094,0.025,0.043,0.175,0.948,0.019,0.023,0.0,0.68,7.553,6.844,0.0,0.0,0.0,0.0,0.7,0,Financials
Q4 2010,MTB,2010-12-31,0.496,0.101,0.026,0.044,0.193,0.958,0.028,0.017,0.0,0.614,7.139,4.982,0.0,0.0,0.0,0.0,0.7,0,Financials
Q1 2011,MTB,2011-03-31,0.587,0.107,0.027,0.045,0.205,0.962,0.028,0.022,0.0,0.591,7.202,5.137,0.0,0.0,0.0,0.0,0.7,0,Financials
Q2 2011,MTB,2011-06-30,0.517,0.122,0.03,0.047,0.23,0.96,0.028,0.032,0.0,0.541,7.208,4.268,0.0,0.0,0.0,0.0,0.7,0,Financials
Q3 2011,MTB,2011-09-30,0.527,0.117,0.03,0.047,0.221,0.96,0.028,0.038,0.0,0.507,7.215,3.798,0.0,0.0,0.0,0.0,0.7,0,Financials
Q4 2011,MTB,2011-12-31,0.448,0.107,0.03,0.047,0.199,0.96,0.026,0.023,0.0,0.523,7.405,3.393,0.0,0.0,0.0,0.0,0.7,0,Financials
Q1 2012,MTB,2012-03-31,0.597,0.104,0.03,0.048,0.195,0.948,0.026,0.043,0.0,0.472,7.379,3.282,0.0,0.0,0.0,0.0,0.7,0,Financials
Q2 2012,MTB,2012-06-30,0.679,0.091,0.029,0.048,0.174,0.934,0.026,0.037,0.0,0.463,7.375,3.199,0.0,0.0,0.0,0.0,0.7,0,Financials
Q3 2012,MTB,2012-09-30,0.586,0.103,0.03,0.049,0.195,0.898,0.026,0.031,0.0,0.442,7.334,2.809,0.0,0.0,0.0,0.0,0.7,0,Financials
Q4 2012,MTB,2012-12-31,0.375,0.116,0.031,0.049,0.223,0.817,0.007,0.029,0.0,0.39,7.136,2.278,0.0,0.0,0.0,0.0,0.7,0,Financials
Q1 2013,MTB,2013-03-31,0.465,0.123,0.032,0.051,0.234,0.865,0.007,0.034,0.0,0.391,7.152,2.289,0.0,0.0,0.0,0.0,0.7,0,Financials
Q2 2013,MTB,2013-06-30,0.419,0.132,0.033,0.052,0.252,0.813,0.007,0.039,0.0,0.367,6.996,2.052,0.0,0.0,0.0,0.0,0.7,0,Financials
Q3 2013,MTB,2013-09-30,0.422,0.128,0.033,0.052,0.251,0.79,0.007,0.046,0.0,0.357,6.873,2.019,0.0,0.0,0.0,0.0,0.7,0,Financials
Q4 2013,MTB,2013-12-31,0.344,0.115,0.033,0.051,0.236,0.861,0.013,0.045,0.0,0.328,6.533,1.963,0.0,0.0,0.0,0.0,0.7,0,Financials
Q1 2014,MTB,2014-03-31,0.474,0.109,0.032,0.051,0.228,0.837,0.013,0.055,0.0,0.341,6.598,2.091,0.0,0.0,0.0,0.0,0.7,0,Financials
Q2 2014,MTB,2014-06-30,0.516,0.1,0.031,0.049,0.217,0.843,0.013,0.057,0.0,0.353,6.524,2.335,0.0,0.0,0.0,0.0,0.7,0,Financials
Q3 2014,MTB,2014-09-30,0.55,0.096,0.03,0.048,0.215,0.922,0.013,0.072,0.0,0.379,6.585,2.721,0.0,0.0,0.0,0.0,0.7,0,Financials
Q4 2014,MTB,2014-12-31,0.379,0.099,0.029,0.045,0.225,0.933,0.013,0.093,0.0,0.431,6.838,3.462,0.0,0.0,0.0,0.0,0.7,0,Financials
Q1 2015,MTB,2015-03-31,0.543,0.099,0.029,0.045,0.226,0.934,0.013,0.089,0.0,0.43,6.761,3.446,0.0,0.0,0.0,0.0,0.7,0,Financials
Q2 2015,MTB,2015-06-30,0.543,0.097,0.028,0.045,0.226,0.95,0.013,0.089,0.0,0.445,6.808,3.723,0.0,0.0,0.0,0.0,0.7,0,Financials
Q3 2015,MTB,2015-09-30,0.54,0.097,0.027,0.045,0.226,0.958,0.013,0.079,0.0,0.449,6.729,3.855,0.0,0.0,0.0,0.0,0.7,0,Financials
Q4 2015,MTB,2015-12-31,0.38,0.083,0.025,0.036,0.218,0.953,0.016,0.084,0.0,0.497,6.592,4.731,0.0,0.0,0.0,0.0,0.7,0,Financials
Q1 2016,MTB,2016-03-31,0.532,0.092,0.027,0.042,0.22,0.949,0.016,0.081,0.0,0.463,6.61,4.009,0.0,0.0,0.0,0.0,0.7,0,Financials
Q2 2016,MTB,2016-06-30,0.524,0.089,0.027,0.041,0.221,0.948,0.016,0.087,0.0,0.449,6.575,3.869,0.0,0.0,0.0,0.0,0.7,0,Financials
Q3 2016,MTB,2016-09-30,0.507,0.088,0.027,0.041,0.223,0.933,0.016,0.096,0.0,0.435,6.623,3.664,0.0,0.0,0.0,0.0,0.7,0,Financials
Q4 2016,MTB,2016-12-31,0.361,0.087,0.026,0.041,0.23,0.909,0.011,0.059,0.0,0.428,6.488,3.024,0.0,0.0,0.0,0.0,0.7,-1,Financials
Q1 2017,MTB,2017-03-31,0.476,0.09,0.026,0.042,0.236,0.944,0.011,0.084,0.0,0.39,6.591,3.024,0.0,0.0,0.0,0.0,0.75,0,Financials
Q2 2017,MTB,2017-06-30,0.456,0.093,0.027,0.042,0.241,0.944,0.011,0.077,0.0,0.387,6.569,2.855,0.0,0.0,0.0,0.0,0.75,0,Financials
Q3 2017,MTB,2017-09-30,0.455,0.094,0.027,0.044,0.24,0.952,0.011,0.068,0.0,0.377,6.473,2.662,0.0,0.0,0.0,0.0,0.75,0,Financials
Q4 2017,MTB,2017-12-31,0.344,0.093,0.029,0.046,0.234,0.972,0.027,0.064,0.0,0.351,6.298,2.364,0.0,0.0,0.0,0.0,0.75,0,Financials
Q1 2018,MTB,2018-03-31,0.449,0.094,0.03,0.046,0.231,0.966,0.027,0.068,0.0,0.379,6.412,2.552,0.0,0.0,0.0,0.0,0.75,-1,Financials
Q2 2018,MTB,2018-06-30,0.415,0.102,0.031,0.047,0.246,0.961,0.027,0.072,0.0,0.402,6.455,2.662,0.0,0.0,0.0,0.0,0.8,-1,Financials
Q3 2018,MTB,2018-09-30,0.39,0.115,0.031,0.048,0.268,0.966,0.027,0.073,0.0,0.421,6.503,2.739,0.0,0.0,0.0,0.0,1.0,0,Financials
Q4 2018,MTB,2018-12-31,0.278,0.131,0.031,0.048,0.297,0.953,0.02,0.093,0.0,0.574,6.768,3.429,0.0,0.0,0.0,0.0,1.0,0,Financials
Q1 2019,MTB,2019-03-31,0.347,0.143,0.032,0.05,0.308,0.941,0.02,0.083,0.0,0.497,6.66,3.085,0.0,0.0,0.0,0.0,1.0,0,Financials
Q2 2019,MTB,2019-06-30,0.361,0.142,0.033,0.05,0.298,0.93,0.02,0.088,0.0,0.509,6.696,3.135,0.0,0.0,0.0,0.0,1.0,0,Financials
Q3 2019,MTB,2019-09-30,0.363,0.139,0.032,0.05,0.286,0.911,0.02,0.101,0.0,0.543,6.792,3.305,0.0,0.0,0.0,0.0,1.0,-1,Financials
Q4 2019,MTB,2019-12-31,0.299,0.134,0.032,0.05,0.278,0.924,0.023,0.083,0.0,0.358,6.627,1.988,0.0,0.0,0.0,0.0,1.1,0,Financials
Q1 2020,MTB,2020-03-31,0.425,0.119,0.029,0.047,0.25,0.872,0.023,0.101,0.0,0.438,6.801,2.841,0.0,0.0,0.0,0.0,1.1,0,Financials
Q2 2020,MTB,2020-06-30,0.494,0.102,0.025,0.042,0.224,0.906,0.023,0.124,0.0,0.375,7.054,2.68,0.0,0.0,0.0,0.0,1.1,0,Financials
Q3 2020,MTB,2020-09-30,0.544,0.094,0.023,0.04,0.215,0.854,0.023,0.137,0.0,0.296,7.22,2.223,0.0,0.0,0.0,0.0,1.1,0,Financials
Q4 2020,MTB,2020-12-31,0.445,0.092,0.022,0.036,0.215,0.782,0.006,0.199,0.0,0.244,7.809,1.703,0.0,0.0,0.0,0.0,1.1,0,Financials
Q1 2021,MTB,2021-03-31,0.483,0.104,0.023,0.038,0.249,0.93,0.006,0.201,0.0,0.243,7.832,1.625,0.0,0.0,0.0,0.0,1.1,0,Financials
Q2 2021,MTB,2021-06-30,0.421,0.117,0.024,0.04,0.286,0.944,0.006,0.222,0.0,0.215,7.897,1.27,0.0,0.0,0.0,0.0,1.1,0,Financials
Q3 2021,MTB,2021-09-30,0.392,0.124,0.025,0.04,0.304,0.95,0.006,0.252,0.0,0.193,7.905,1.067,0.0,0.0,0.0,0.0,1.1,-1,Financials
Q4 2021,MTB,2021-12-31,0.328,0.12,0.025,0.039,0.304,0.945,0.02,0.315,0.0,0.19,7.664,1.073,0.0,0.0,0.0,0.0,1.2,0,Financials
Q1 2022,MTB,2022-03-31,0.444,0.113,0.024,0.039,0.293,0.952,0.02,0.29,0.0,0.176,7.675,1.023,0.0,0.0,0.0,0.0,1.2,0,Financials
Q2 2022,MTB,2022-06-30,0.578,0.097,0.023,0.038,0.232,0.947,0.02,0.268,0.0,0.165,7.355,1.075,0.0,0.0,0.0,0.0,1.2,0,Financials
Q3 2022,MTB,2022-09-30,0.58,0.094,0.023,0.038,0.228,0.956,0.02,0.232,0.0,0.16,7.142,1.038,0.0,0.0,0.0,0.0,1.2,0,Financials
Q1 2010,BEN,2010-03-31,0.644,0.184,0.185,0.181,0.269,0.958,0.363,2.087,0.0,0.033,0.262,0.144,407.977,0.0,0.0,0.0,0.22,0,Financials
Q2 2010,BEN,2010-06-30,0.617,0.19,0.204,0.197,0.258,0.956,0.363,1.926,0.0,0.057,0.3,0.229,211.822,0.0,0.0,0.0,0.22,0,Financials
Q3 2010,BEN,2010-09-30,0.616,0.183,0.202,0.19,0.247,0.965,0.558,1.802,0.0,0.113,0.383,0.481,106.547,0.0,0.0,0.0,0.22,-1,Financials
Q4 2010,BEN,2010-12-31,0.127,0.208,0.224,0.208,0.257,0.936,0.558,1.616,0.0,0.129,0.399,0.502,72.534,0.0,0.0,0.0,0.25,0,Financials
Q1 2011,BEN,2011-03-31,0.119,0.22,0.224,0.208,0.266,0.934,0.558,1.47,0.0,0.166,0.458,0.653,56.746,0.0,0.0,0.0,0.25,0,Financials
Q2 2011,BEN,2011-06-30,0.113,0.23,0.222,0.21,0.274,0.932,0.558,1.398,0.0,0.185,0.483,0.723,50.249,0.0,0.0,0.0,0.25,0,Financials
Q3 2011,BEN,2011-09-30,0.116,0.229,0.225,0.2,0.268,0.919,0.349,1.337,0.0,0.193,0.546,0.786,49.838,0.0,0.0,0.0,0.25,-1,Financials
Q4 2011,BEN,2011-12-31,0.377,0.219,0.21,0.206,0.266,0.932,0.349,1.311,0.0,0.195,0.526,0.778,53.185,0.0,0.0,0.0,2.0,1,Financials
Q4 2011,BEN,2011-12-31,0.377,0.219,0.21,0.206,0.266,0.932,0.349,1.311,0.0,0.195,0.526,0.778,53.185,0.0,0.0,0.0,0.27,0,Financials
Q1 2012,BEN,2012-03-31,0.348,0.218,0.204,0.201,0.264,0.931,0.349,1.331,0.0,0.188,0.519,0.766,56.356,0.0,0.0,0.0,0.27,0,Financials
Q2 2012,BEN,2012-06-30,0.358,0.21,0.198,0.196,0.26,0.927,0.349,1.349,0.0,0.184,0.516,0.763,60.355,0.0,0.0,0.0,0.27,0,Financials
Q3 2012,BEN,2012-09-30,0.347,0.211,0.182,0.176,0.272,0.926,0.215,1.234,0.0,0.228,0.54,1.071,68.534,0.0,0.0,0.0,0.27,-1,Financials
Q4 2012,BEN,2012-12-31,0.447,0.218,0.191,0.188,0.269,0.946,0.215,1.276,0.0,0.197,0.514,0.865,60.287,0.0,0.0,0.0,0.29,-1,Financials
Q4 2012,BEN,2012-12-31,0.447,0.218,0.191,0.188,0.269,0.946,0.215,1.276,0.0,0.197,0.514,0.865,60.287,0.0,0.0,0.0,3.0,1,Financials
Q1 2013,BEN,2013-03-31,0.433,0.222,0.196,0.192,0.271,0.955,0.215,1.236,0.0,0.202,0.514,0.867,61.099,0.0,0.0,0.0,0.29,0,Financials
Q2 2013,BEN,2013-06-30,0.415,0.228,0.202,0.196,0.273,0.966,0.215,1.215,0.0,0.203,0.513,0.865,64.279,0.0,0.0,0.0,0.29,1,Financials
Q3 2013,BEN,2013-09-30,0.416,0.217,0.201,0.197,0.269,0.969,0.444,1.381,0.0,0.176,0.455,0.758,62.452,0.0,0.0,0.0,0.0,-1,Financials
Q3 2013,BEN,2013-09-30,0.416,0.217,0.201,0.197,0.269,0.969,0.444,1.381,0.0,0.176,0.455,0.758,62.452,0.0,0.0,0.0,0.1,-1,Financials
Q4 2013,BEN,2013-12-31,0.085,0.228,0.211,0.206,0.273,0.969,0.444,1.331,0.0,0.181,0.47,0.741,68.011,0.0,0.0,0.0,0.12,0,Financials
Q1 2014,BEN,2014-03-31,0.119,0.218,0.21,0.205,0.269,0.967,0.444,1.414,0.0,0.173,0.45,0.712,68.578,0.0,0.0,0.0,0.12,0,Financials
Q2 2014,BEN,2014-06-30,0.124,0.213,0.206,0.201,0.271,0.969,0.444,1.508,0.0,0.165,0.429,0.695,67.392,0.0,0.0,0.0,0.12,0,Financials
Q3 2014,BEN,2014-09-30,0.127,0.215,0.21,0.204,0.281,0.975,0.547,1.944,0.0,0.15,0.338,0.645,68.099,0.0,0.0,0.0,0.12,-1,Financials
Q4 2014,BEN,2014-12-31,0.13,0.207,0.202,0.201,0.278,0.977,0.547,1.765,0.0,0.154,0.377,0.658,69.421,0.0,0.0,0.0,0.5,1,Financials
Q4 2014,BEN,2014-12-31,0.13,0.207,0.202,0.201,0.278,0.977,0.547,1.765,0.0,0.154,0.377,0.658,69.421,0.0,0.0,0.0,0.15,0,Financials
Q1 2015,BEN,2015-03-31,0.266,0.206,0.199,0.198,0.286,0.979,0.547,1.889,0.0,0.156,0.358,0.684,87.008,0.0,0.0,0.0,0.15,0,Financials
Q2 2015,BEN,2015-06-30,0.282,0.196,0.197,0.197,0.282,0.977,0.547,2.019,0.0,0.154,0.337,0.687,80.446,0.0,0.0,0.0,0.15,0,Financials
Q3 2015,BEN,2015-09-30,0.337,0.17,0.192,0.192,0.256,0.969,0.596,2.214,0.0,0.147,0.319,0.686,76.768,0.0,0.0,0.0,0.15,-1,Financials
Q4 2015,BEN,2015-12-31,0.358,0.159,0.184,0.184,0.251,0.964,0.596,2.162,0.0,0.152,0.323,0.741,72.65,0.0,0.0,0.0,0.18,0,Financials
Q1 2016,BEN,2016-03-31,0.231,0.138,0.17,0.171,0.231,0.952,0.596,2.237,0.0,0.147,0.312,0.776,52.947,0.0,0.0,0.0,0.18,0,Financials
Q2 2016,BEN,2016-06-30,0.248,0.133,0.16,0.162,0.234,0.946,0.596,2.271,0.0,0.148,0.307,0.825,50.939,0.0,0.0,0.0,0.18,0,Financials
Q3 2016,BEN,2016-09-30,0.245,0.143,0.152,0.153,0.261,0.944,0.492,2.417,0.0,0.146,0.294,0.845,47.577,0.0,0.0,0.0,0.18,-1,Financials
Q4 2016,BEN,2016-12-31,0.246,0.143,0.147,0.147,0.268,0.951,0.492,2.43,0.0,0.14,0.288,0.865,44.328,0.0,0.0,0.0,0.2,0,Financials
Q1 2017,BEN,2017-03-31,0.241,0.148,0.149,0.146,0.278,0.952,0.492,2.554,0.0,0.129,0.278,0.801,44.798,0.0,0.0,0.0,0.2,0,Financials
Q2 2017,BEN,2017-06-30,0.25,0.144,0.144,0.141,0.273,0.944,0.492,2.727,0.0,0.12,0.261,0.776,43.665,0.0,0.0,0.0,0.2,0,Financials
Q3 2017,BEN,2017-09-30,0.267,0.136,0.139,0.133,0.265,0.934,0.427,3.294,0.0,0.069,0.21,0.47,43.699,0.0,0.0,0.0,0.2,-1,Financials
Q4 2017,BEN,2017-12-31,0.678,0.054,0.137,0.133,0.104,0.919,0.427,2.832,0.0,0.082,0.254,0.551,46.141,0.0,0.0,0.0,0.23,-1,Financials
Q1 2018,BEN,2018-03-31,0.688,0.056,0.133,0.132,0.108,0.937,0.427,2.416,0.0,0.072,0.311,0.466,48.759,0.0,0.0,0.0,3.0,1,Financials
Q1 2018,BEN,2018-03-31,0.688,0.056,0.133,0.132,0.108,0.937,0.427,2.416,0.0,0.072,0.311,0.466,48.759,0.0,0.0,0.0,0.23,0,Financials
Q2 2018,BEN,2018-06-30,3.168,0.058,0.129,0.133,0.107,0.942,0.427,2.214,0.0,0.069,0.338,0.438,39.669,0.0,0.0,0.0,0.23,0,Financials
Q3 2018,BEN,2018-09-30,2.854,0.067,0.139,0.154,0.121,0.952,0.712,2.206,0.0,0.061,0.316,0.328,43.908,0.0,0.0,0.0,0.23,-1,Financials
Q4 2018,BEN,2018-12-31,1.328,0.154,0.125,0.134,0.266,0.948,0.712,1.985,0.0,0.065,0.369,0.397,44.693,0.0,0.0,0.0,0.26,0,Financials
Q1 2019,BEN,2019-03-31,1.387,0.154,0.123,0.13,0.261,0.924,0.712,2.128,0.0,0.06,0.312,0.387,45.143,0.0,0.0,0.0,0.26,0,Financials
Q2 2019,BEN,2019-06-30,0.369,0.139,0.121,0.123,0.238,0.733,0.712,2.091,0.0,0.061,0.306,0.415,71.196,0.0,0.0,0.0,0.26,0,Financials
Q3 2019,BEN,2019-09-30,0.446,0.119,0.117,0.116,0.207,-0.159,0.064,1.885,0.0,0.062,0.319,0.443,64.348,0.0,0.0,0.0,0.26,-1,Financials
Q4 2019,BEN,2019-12-31,0.419,0.127,0.116,0.114,0.221,-0.159,0.064,1.883,0.0,0.06,0.315,0.444,63.799,0.0,0.0,0.0,0.27,0,Financials
Q1 2020,BEN,2020-03-31,0.544,0.097,0.113,0.112,0.174,-0.159,0.064,1.78,0.0,0.06,0.335,0.448,68.973,0.0,0.0,0.0,0.27,0,Financials
Q3 2020,BEN,2020-09-30,0.688,0.078,0.09,0.077,0.144,0.898,0.117,0.455,0.0,0.303,0.861,3.188,42.225,0.0,0.0,0.0,0.27,0,Financials
Q3 2020,BEN,2020-09-30,0.688,0.078,0.09,0.077,0.144,0.898,0.117,0.455,0.0,0.303,0.861,3.188,42.225,0.0,0.0,0.0,0.27,-1,Financials
Q4 2020,BEN,2020-12-31,0.7,0.078,0.102,0.093,0.129,0.941,0.117,0.839,0.0,0.33,0.629,2.977,26.109,0.0,0.0,0.0,0.28,0,Financials
Q1 2021,BEN,2021-03-31,0.516,0.106,0.104,0.095,0.159,0.963,0.117,0.633,0.0,0.302,0.757,2.66,23.556,0.0,0.0,0.0,0.28,0,Financials
Q2 2021,BEN,2021-06-30,0.465,0.118,0.111,0.102,0.157,0.952,0.117,0.451,0.0,0.275,0.904,2.262,21.151,0.0,0.0,0.0,0.28,0,Financials
Q3 2021,BEN,2021-09-30,0.327,0.167,0.111,0.102,0.218,0.936,0.109,0.407,0.0,0.38,1.018,3.087,24.611,0.0,0.0,0.0,0.28,-1,Financials
Q4 2021,BEN,2021-12-31,0.306,0.175,0.113,0.109,0.224,0.927,0.109,0.414,0.0,0.383,0.978,2.969,29.928,0.0,0.0,0.0,0.29,0,Financials
Q1 2022,BEN,2022-03-31,0.314,0.168,0.109,0.105,0.22,0.9,0.109,0.4,0.0,0.365,1.027,2.955,27.529,0.0,0.0,0.0,0.29,0,Financials
Q2 2022,BEN,2022-06-30,0.35,0.149,0.104,0.099,0.203,0.937,0.109,0.377,0.0,0.35,1.081,2.982,25.94,0.0,0.0,0.0,0.29,0,Financials
Q3 2022,BEN,2022-09-30,0.473,0.111,0.093,0.086,0.156,0.954,0.137,0.336,0.0,0.404,1.241,3.87,20.665,0.0,0.0,0.0,0.29,0,Financials
Q1 2010,WMB,2010-03-31,1.062,0.02,0.126,0.153,0.027,0.129,0.158,0.108,1.176,0.484,1.982,2.643,2.567,1.622,0.769,1.521,0.11,-1,Energy
Q2 2010,WMB,2010-06-30,0.869,0.026,0.129,0.155,0.033,0.177,0.158,0.105,1.228,0.486,2.016,2.611,2.702,1.597,0.758,1.49,0.125,0,Energy
Q3 2010,WMB,2010-09-30,0.584,-0.094,0.129,0.157,-0.115,0.031,0.158,0.096,1.192,0.496,2.087,2.623,2.736,1.465,0.663,1.358,0.125,0,Energy
Q4 2010,WMB,2010-12-31,5.834853658536584,-0.096,0.13,0.158,-0.113,-0.052,0.162,0.049,1.03,0.529,2.244,2.79,2.78,0.983,0.309,0.865,0.125,0,Energy
Q1 2011,WMB,2011-03-31,5.834853658536584,-0.054,0.129,0.156,-0.067,-0.014,0.162,0.068,1.173,0.517,2.176,2.754,2.681,1.154,0.447,1.039,0.125,-1,Energy
Q2 2011,WMB,2011-06-30,5.834853658536584,-0.056,0.133,0.156,-0.071,0.032,0.162,0.06,1.219,0.524,2.195,2.733,2.771,1.07,0.391,0.958,0.2,0,Energy
Q3 2011,WMB,2011-09-30,0.355,0.083,0.137,0.156,0.109,0.18,0.162,0.059,1.242,0.52,2.171,2.709,2.902,1.091,0.393,0.975,0.2,-1,Energy
Q4 2011,WMB,2011-12-31,0.569,0.113,0.168,0.242,0.101,0.187,0.256,0.066,2.053,0.762,7.484,2.505,3.124,1.131,0.531,1.03,0.25,-1,Energy
Q1 2012,WMB,2012-03-31,0.624,0.085,0.144,0.18,0.098,0.151,0.256,0.068,1.524,0.604,3.153,2.678,3.379,1.211,0.516,1.096,0.25875,-1,Energy
Q2 2012,WMB,2012-06-30,0.809,0.098,0.141,0.177,0.095,-0.004,0.256,0.062,1.505,0.635,4.041,2.96,3.254,1.236,0.527,1.121,0.3,-1,Energy
Q3 2012,WMB,2012-09-30,1.054,0.105,0.136,0.174,0.084,-0.101,0.256,0.064,1.615,0.67,5.865,3.269,3.232,1.301,0.622,1.186,0.3125,-1,Energy
Q4 2012,WMB,2012-12-31,1.026,0.131,0.119,0.122,0.097,-0.378,0.109,0.05,1.185,0.591,3.556,4.411,2.954,1.242,0.542,1.129,0.325,-1,Energy
Q1 2013,WMB,2013-03-31,1.37,0.103,0.113,0.127,0.082,-0.536,0.109,0.05,1.311,0.597,4.087,4.225,2.715,1.284,0.556,1.166,0.33875,-1,Energy
Q2 2013,WMB,2013-06-30,1.418,0.092,0.106,0.12,0.085,-0.466,0.109,0.05,1.248,0.595,3.854,4.373,2.697,1.122,0.49,1.02,0.3525,-1,Energy
Q3 2013,WMB,2013-09-30,1.531,0.083,0.096,0.111,0.086,-0.521,0.109,0.045,1.188,0.581,3.598,4.658,2.494,0.993,0.409,0.892,0.36625,-1,Energy
Q4 2013,WMB,2013-12-31,2.227,0.055,0.087,0.101,0.064,-0.611,0.122,0.037,1.118,0.571,3.746,5.169,2.332,0.849,0.343,0.751,0.38,-1,Energy
Q1 2014,WMB,2014-03-31,2.451,0.052,0.083,0.099,0.062,-0.685,0.122,0.045,0.965,0.587,3.818,5.348,2.123,0.844,0.367,0.753,0.4025,-1,Energy
