gvkey,permno,adate,qdate,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER,cusip
7017,15069,2011-12-31,2012-06-30,2012-08-31,8.316,1.127,3.27,11.128,11.218,11.173,11.173,1.324,5.09,0.256,0.119,0.495,0.328,0.575,0.356,0.269,0.236,0.09,0.221,0.614,0.104,0.057,0.104,0.205,0.173,0.27,0.789,0.21,0.227,0.211,0.046,0.044,0.107,0.078,0.467,0.158,0.676,0.071,0.315,0.325,1.642,0.862,0.459,0.021,0.586,0.232,0.451,0.285,0.821,7.075,15.014,0.341,0.88,0.955,,18.912,0.471,7.439,3.287,0.676,0.857,,0,0,0,-0.067,0.966,,2.44%,MRO,56584910
7017,15069,2011-12-31,2012-06-30,2012-09-30,8.839,1.127,3.27,11.828,11.923,11.876,11.876,1.407,5.41,0.256,0.119,0.495,0.328,0.575,0.356,0.269,0.236,0.09,0.221,0.614,0.104,0.057,0.104,0.205,0.173,0.27,0.789,0.21,0.227,0.211,0.046,0.044,0.107,0.078,0.467,0.158,0.676,0.071,0.315,0.325,1.642,0.862,0.459,0.021,0.586,0.232,0.451,0.285,0.821,7.075,15.014,0.341,0.88,0.955,,18.912,0.471,7.439,3.287,0.676,0.857,,0,0,0,-0.067,1.027,,2.30%,MRO,56584910
7017,15069,2011-12-31,2012-06-30,2012-10-31,8.985,1.127,3.27,12.024,12.121,12.072,12.072,1.431,5.499,0.256,0.119,0.495,0.328,0.575,0.356,0.269,0.236,0.09,0.221,0.614,0.104,0.057,0.104,0.205,0.173,0.27,0.789,0.21,0.227,0.211,0.046,0.044,0.107,0.078,0.467,0.158,0.676,0.071,0.315,0.325,1.642,0.862,0.459,0.021,0.586,0.232,0.451,0.285,0.821,7.075,15.014,0.341,0.88,0.955,,18.912,0.471,7.439,3.287,0.676,0.857,,0,0,0,-0.067,1.044,,2.26%,MRO,56584910
7017,15069,2011-12-31,2012-09-30,2012-11-30,9.753,0.985,3.248,11.911,11.957,11.82,12.051,1.433,5.666,0.252,0.121,0.522,0.351,0.607,0.376,0.272,0.252,0.093,0.24,0.614,0.107,0.057,0.107,0.222,0.187,0.284,0.794,0.206,0.241,0.206,0.046,0.044,0.036,0.094,0.632,0.164,0.672,0.145,0.345,0.307,1.547,0.749,0.459,-0.135,0.572,0.227,0.458,0.297,0.844,7.075,15.014,0.104,0.616,0.68,,18.188,0.468,6.895,2.813,0.685,0.863,,0,0,0,-0.062,1.06,0.397,2.20%,MRO,56584910
7017,15069,2011-12-31,2012-09-30,2012-12-31,9.693,0.985,3.248,11.838,11.884,11.747,11.977,1.424,5.631,0.252,0.121,0.522,0.351,0.607,0.376,0.272,0.252,0.093,0.24,0.614,0.107,0.057,0.107,0.222,0.187,0.284,0.794,0.206,0.241,0.206,0.046,0.044,0.036,0.094,0.632,0.164,0.672,0.145,0.345,0.307,1.547,0.749,0.459,-0.135,0.572,0.227,0.458,0.297,0.844,7.075,15.014,0.104,0.616,0.68,,18.188,0.468,6.895,2.813,0.685,0.863,,0,0,0,-0.062,1.053,0.394,2.22%,MRO,56584910
7017,15069,2011-12-31,2012-09-30,2013-01-31,10.626,0.985,3.248,12.977,13.027,12.877,13.129,1.561,6.173,0.252,0.121,0.522,0.351,0.607,0.376,0.272,0.252,0.093,0.24,0.614,0.107,0.057,0.107,0.222,0.187,0.284,0.794,0.206,0.241,0.206,0.046,0.044,0.036,0.094,0.632,0.164,0.672,0.145,0.345,0.307,1.547,0.749,0.459,-0.135,0.572,0.227,0.458,0.297,0.844,7.075,15.014,0.104,0.616,0.68,,18.188,0.468,6.895,2.813,0.685,0.863,,0,0,0,-0.062,1.155,0.432,2.02%,MRO,56584910
7017,15069,2012-12-31,2012-12-31,2013-02-28,11.216,0.956,3.304,14.955,15.022,15.022,15.022,1.511,5.902,0.303,0.101,0.551,0.37,0.633,0.39,0.259,0.259,0.078,0.246,0.741,0.089,0.077,0.089,0.227,0.191,0.281,0.737,0.263,0.278,0.263,0.054,0.051,0.04,0.096,0.642,0.195,0.797,0.056,0.298,0.383,1.702,0.791,0.236,-0.23,0.602,0.314,0.482,0.335,0.931,6.273,19.33,0.135,0.669,0.74,,15.945,0.471,7.183,2.749,0.633,0.858,,0,0,0,-0.073,1.144,0.596,2.03%,MRO,56584910
7017,15069,2012-12-31,2012-12-31,2013-03-31,11.295,0.956,3.304,15.054,15.121,15.121,15.121,1.522,5.944,0.303,0.101,0.551,0.37,0.633,0.39,0.259,0.259,0.078,0.246,0.741,0.089,0.077,0.089,0.227,0.191,0.281,0.737,0.263,0.278,0.263,0.054,0.051,0.04,0.096,0.642,0.195,0.797,0.056,0.298,0.383,1.702,0.791,0.236,-0.23,0.602,0.314,0.482,0.335,0.931,6.273,19.33,0.135,0.669,0.74,,15.945,0.471,7.183,2.749,0.633,0.858,,0,0,0,-0.073,1.153,0.599,2.02%,MRO,56584910
7017,15069,2012-12-31,2012-12-31,2013-04-30,10.943,0.956,3.304,14.585,14.65,14.65,14.65,1.474,5.758,0.303,0.101,0.551,0.37,0.633,0.39,0.259,0.259,0.078,0.246,0.741,0.089,0.077,0.089,0.227,0.191,0.281,0.737,0.263,0.278,0.263,0.054,0.051,0.04,0.096,0.642,0.195,0.797,0.056,0.298,0.383,1.702,0.791,0.236,-0.23,0.602,0.314,0.482,0.335,0.931,6.273,19.33,0.135,0.669,0.74,,15.945,0.471,7.183,2.749,0.633,0.858,,0,0,0,-0.073,1.117,0.581,2.08%,MRO,56584910
7017,15069,2012-12-31,2013-03-31,2013-05-31,12.262,0.879,3.351,18.005,18.1,18.1,15.775,1.649,5.332,0.354,0.092,0.554,0.346,0.645,0.365,0.314,0.244,0.066,0.215,0.741,0.076,0.077,0.076,0.204,0.168,0.278,0.768,0.232,0.266,0.232,0.054,0.051,0.04,0.094,0.642,0.184,0.771,0.127,0.328,0.341,1.545,0.863,0.236,-0.159,0.586,0.267,0.47,0.321,0.887,6.273,19.33,0.122,0.635,0.7,,15.127,0.431,6.209,2.326,0.624,0.813,,0,0,0,-0.095,1.161,,1.98%,MRO,56584910
7017,15069,2012-12-31,2013-03-31,2013-06-30,12.329,0.879,3.351,18.105,18.2,18.2,15.862,1.658,5.361,0.354,0.092,0.554,0.346,0.645,0.365,0.314,0.244,0.066,0.215,0.741,0.076,0.077,0.076,0.204,0.168,0.278,0.768,0.232,0.266,0.232,0.054,0.051,0.04,0.094,0.642,0.184,0.771,0.127,0.328,0.341,1.545,0.863,0.236,-0.159,0.586,0.267,0.47,0.321,0.887,6.273,19.33,0.122,0.635,0.7,,15.127,0.431,6.209,2.326,0.624,0.813,,0,0,0,-0.095,1.168,,1.97%,MRO,56584910
7017,15069,2012-12-31,2013-03-31,2013-07-31,12.964,0.879,3.351,19.037,19.137,19.137,16.679,1.744,5.637,0.354,0.092,0.554,0.346,0.645,0.365,0.314,0.244,0.066,0.215,0.741,0.076,0.077,0.076,0.204,0.168,0.278,0.768,0.232,0.266,0.232,0.054,0.051,0.04,0.094,0.642,0.184,0.771,0.127,0.328,0.341,1.545,0.863,0.236,-0.159,0.586,0.267,0.47,0.321,0.887,6.273,19.33,0.122,0.635,0.7,,15.127,0.431,6.209,2.326,0.624,0.813,,0,0,0,-0.095,1.228,,1.87%,MRO,56584910
7017,15069,2012-12-31,2013-06-30,2013-08-31,12.917,0.874,3.795,20.373,20.494,20.494,15.579,1.738,5.231,0.4,0.086,0.55,0.326,0.64,0.34,0.35,0.226,0.058,0.187,0.741,0.066,0.077,0.066,0.177,0.147,0.257,0.756,0.244,0.27,0.244,0.054,0.051,0.036,0.096,0.666,0.189,0.856,0.096,0.31,0.362,1.509,0.911,0.236,-0.164,0.592,0.286,0.472,0.325,0.893,6.273,19.33,0.116,0.655,0.725,,14.252,0.402,5.68,2.235,0.574,0.76,,0,0,0,-0.101,1.14,,2.21%,MRO,56584910
7017,15069,2012-12-31,2013-06-30,2013-09-30,13.086,0.874,3.795,20.639,20.762,20.762,15.783,1.761,5.299,0.4,0.086,0.55,0.326,0.64,0.34,0.35,0.226,0.058,0.187,0.741,0.066,0.077,0.066,0.177,0.147,0.257,0.756,0.244,0.27,0.244,0.054,0.051,0.036,0.096,0.666,0.189,0.856,0.096,0.31,0.362,1.509,0.911,0.236,-0.164,0.592,0.286,0.472,0.325,0.893,6.273,19.33,0.116,0.655,0.725,,14.252,0.402,5.68,2.235,0.574,0.76,,0,0,0,-0.101,1.155,,2.18%,MRO,56584910
7017,15069,2012-12-31,2013-06-30,2013-10-31,13.229,0.874,3.795,20.864,20.988,20.988,15.955,1.78,5.357,0.4,0.086,0.55,0.326,0.64,0.34,0.35,0.226,0.058,0.187,0.741,0.066,0.077,0.066,0.177,0.147,0.257,0.756,0.244,0.27,0.244,0.054,0.051,0.036,0.096,0.666,0.189,0.856,0.096,0.31,0.362,1.509,0.911,0.236,-0.164,0.592,0.286,0.472,0.325,0.893,6.273,19.33,0.116,0.655,0.725,,14.252,0.402,5.68,2.235,0.574,0.76,,0,0,0,-0.101,1.168,,2.16%,MRO,56584910
7017,15069,2012-12-31,2013-09-30,2013-11-30,14.412,0.885,4.425,22.955,23.103,23.103,15.079,1.928,4.786,0.447,0.085,0.525,0.278,0.61,0.291,0.405,0.195,0.053,0.144,0.741,0.06,0.077,0.06,0.137,0.114,0.225,0.743,0.257,0.264,0.257,0.054,0.051,0.031,0.102,0.693,0.189,0.974,0.03,0.277,0.39,1.487,1.141,0.236,-0.001,0.593,0.306,0.47,0.323,0.886,6.273,19.33,0.112,0.697,0.776,,13.938,0.369,5.268,2.236,0.517,0.696,,0,0,0,-0.118,1.169,,2.11%,MRO,56584910
7017,15069,2012-12-31,2013-09-30,2013-12-31,14.116,0.885,4.425,22.484,22.628,22.628,14.77,1.889,4.688,0.447,0.085,0.525,0.278,0.61,0.291,0.405,0.195,0.053,0.144,0.741,0.06,0.077,0.06,0.137,0.114,0.225,0.743,0.257,0.264,0.257,0.054,0.051,0.031,0.102,0.693,0.189,0.974,0.03,0.277,0.39,1.487,1.141,0.236,-0.001,0.593,0.306,0.47,0.323,0.886,6.273,19.33,0.112,0.697,0.776,,13.938,0.369,5.268,2.236,0.517,0.696,,0,0,0,-0.118,1.145,,2.15%,MRO,56584910
7017,15069,2012-12-31,2013-09-30,2014-01-31,13.112,0.885,4.425,20.885,21.019,21.019,13.72,1.754,4.354,0.447,0.085,0.525,0.278,0.61,0.291,0.405,0.195,0.053,0.144,0.741,0.06,0.077,0.06,0.137,0.114,0.225,0.743,0.257,0.264,0.257,0.054,0.051,0.031,0.102,0.693,0.189,0.974,0.03,0.277,0.39,1.487,1.141,0.236,-0.001,0.593,0.306,0.47,0.323,0.886,6.273,19.33,0.112,0.697,0.776,,13.938,0.369,5.268,2.236,0.517,0.696,,0,0,0,-0.118,1.064,,2.32%,MRO,56584910
7017,15069,2013-12-31,2013-12-31,2014-02-28,13.521,0.887,3.799,14.823,14.955,14.955,13.563,1.61,4.43,0.319,0.11,0.566,0.327,0.642,0.34,0.364,0.232,0.075,0.186,0.677,0.085,0.069,0.085,0.177,0.15,0.261,0.752,0.248,0.256,0.248,0.046,0.044,0.016,0.122,0.717,0.185,0.803,0.031,0.266,0.393,1.895,1.216,0.324,0.096,0.578,0.293,0.457,0.313,0.841,6.346,15.926,0.061,0.603,0.687,,14.328,0.409,6.374,2.304,0.563,0.75,,0,0,0,-0.104,1.069,,2.27%,MRO,56584910
7017,15069,2013-12-31,2013-12-31,2014-03-31,14.23,0.887,3.799,15.717,15.857,15.857,14.381,1.695,4.663,0.319,0.11,0.566,0.327,0.642,0.34,0.364,0.232,0.075,0.186,0.677,0.085,0.069,0.085,0.177,0.15,0.261,0.752,0.248,0.256,0.248,0.046,0.044,0.016,0.122,0.717,0.185,0.803,0.031,0.266,0.393,1.895,1.216,0.324,0.096,0.578,0.293,0.457,0.313,0.841,6.346,15.926,0.061,0.603,0.687,,14.328,0.409,6.374,2.304,0.563,0.75,,0,0,0,-0.104,1.125,,2.14%,MRO,56584910
7017,15069,2013-12-31,2013-12-31,2014-04-30,14.483,0.887,3.799,15.996,16.138,16.138,14.636,1.725,4.745,0.319,0.11,0.566,0.327,0.642,0.34,0.364,0.232,0.075,0.186,0.677,0.085,0.069,0.085,0.177,0.15,0.261,0.752,0.248,0.256,0.248,0.046,0.044,0.016,0.122,0.717,0.185,0.803,0.031,0.266,0.393,1.895,1.216,0.324,0.096,0.578,0.293,0.457,0.313,0.841,6.346,15.926,0.061,0.603,0.687,,14.328,0.409,6.374,2.304,0.563,0.75,,0,0,0,-0.104,1.145,,2.10%,MRO,56584910
7017,15069,2013-12-31,2014-03-31,2014-05-31,16.185,0.923,6.09,21.821,21.821,21.952,10.212,2.226,4.755,0.445,0.105,0.457,0.204,0.543,0.214,0.449,0.144,0.055,0.089,0.677,0.062,0,0.062,0.084,0.072,0.17,0.751,0.249,0.255,0.249,0.046,0.044,0.043,0.103,0.646,0.184,1.291,0.023,0.265,0.392,1.174,1.203,0.324,0.148,0.585,0.295,0.459,0.314,0.848,6.346,15.926,0.163,0.75,0.837,,13.603,0.312,4.758,2.243,0.433,0.577,,0,0,0,-0.114,1.11,,2.07%,MRO,56584910
7017,15069,2013-12-31,2014-03-31,2014-06-30,17.624,0.923,6.09,23.762,23.762,23.904,11.12,2.424,5.178,0.445,0.105,0.457,0.204,0.543,0.214,0.449,0.144,0.055,0.089,0.677,0.062,0,0.062,0.084,0.072,0.17,0.751,0.249,0.255,0.249,0.046,0.044,0.043,0.103,0.646,0.184,1.291,0.023,0.265,0.392,1.174,1.203,0.324,0.148,0.585,0.295,0.459,0.314,0.848,6.346,15.926,0.163,0.75,0.837,,13.603,0.312,4.758,2.243,0.433,0.577,,0,0,0,-0.114,1.209,,1.90%,MRO,56584910
7017,15069,2013-12-31,2014-03-31,2014-07-31,17.108,0.923,6.09,23.065,23.065,23.204,10.794,2.353,5.026,0.445,0.105,0.457,0.204,0.543,0.214,0.449,0.144,0.055,0.089,0.677,0.062,0,0.062,0.084,0.072,0.17,0.751,0.249,0.255,0.249,0.046,0.044,0.043,0.103,0.646,0.184,1.291,0.023,0.265,0.392,1.174,1.203,0.324,0.148,0.585,0.295,0.459,0.314,0.848,6.346,15.926,0.163,0.75,0.837,,13.603,0.312,4.758,2.243,0.433,0.577,,0,0,0,-0.114,1.174,,1.96%,MRO,56584910
7017,15069,2013-12-31,2014-06-30,2014-08-31,19.141,0.834,6.562,22.176,22.294,22.414,10.971,2.553,5.177,0.409,0.117,0.436,0.173,0.522,0.19,0.428,0.135,0.059,0.074,0.677,0.067,0,0.067,0.07,0.06,0.16,0.753,0.247,0.253,0.247,0.046,0.044,0.057,0.099,0.58,0.183,1.363,0.023,0.264,0.391,1.111,1.256,0.324,0.205,0.583,0.291,0.456,0.313,0.839,6.346,15.926,0.217,0.804,0.893,,13.746,0.307,4.917,2.249,0.425,0.565,,0,0,0,-0.116,1.256,,2.01%,MRO,56584910
7017,15069,2013-12-31,2014-06-30,2014-09-30,17.259,0.834,6.562,19.995,20.102,20.21,9.892,2.302,4.667,0.409,0.117,0.436,0.173,0.522,0.19,0.428,0.135,0.059,0.074,0.677,0.067,0,0.067,0.07,0.06,0.16,0.753,0.247,0.253,0.247,0.046,0.044,0.057,0.099,0.58,0.183,1.363,0.023,0.264,0.391,1.111,1.256,0.324,0.205,0.583,0.291,0.456,0.313,0.839,6.346,15.926,0.217,0.804,0.893,,13.746,0.307,4.917,2.249,0.425,0.565,,0,0,0,-0.116,1.132,,2.23%,MRO,56584910
7017,15069,2013-12-31,2014-06-30,2014-10-31,16.253,0.834,6.562,18.83,18.93,19.032,9.316,2.168,4.396,0.409,0.117,0.436,0.173,0.522,0.19,0.428,0.135,0.059,0.074,0.677,0.067,0,0.067,0.07,0.06,0.16,0.753,0.247,0.253,0.247,0.046,0.044,0.057,0.099,0.58,0.183,1.363,0.023,0.264,0.391,1.111,1.256,0.324,0.205,0.583,0.291,0.456,0.313,0.839,6.346,15.926,0.217,0.804,0.893,,13.746,0.307,4.917,2.249,0.425,0.565,,0,0,0,-0.116,1.066,,2.37%,MRO,56584910
7017,15069,2013-12-31,2014-09-30,2014-11-30,13.169,0.898,6.92,16.339,16.432,16.526,7.945,1.793,3.51,0.445,0.11,0.421,0.149,0.51,0.164,0.413,0.128,0.054,0.062,0.677,0.061,0,0.061,0.059,0.051,0.154,0.757,0.243,0.247,0.243,0.046,0.044,0.064,0.096,0.522,0.179,1.412,0.016,0.258,0.391,1.092,1.324,0.324,0.175,0.576,0.285,0.451,0.309,0.822,6.346,15.926,0.248,0.871,0.964,,13.74,0.301,5.154,2.263,0.416,0.549,,0,0,0,-0.121,0.856,,2.90%,MRO,56584910
7017,15069,2013-12-31,2014-09-30,2014-12-31,12.882,0.898,6.92,15.983,16.074,16.166,7.772,1.754,3.433,0.445,0.11,0.421,0.149,0.51,0.164,0.413,0.128,0.054,0.062,0.677,0.061,0,0.061,0.059,0.051,0.154,0.757,0.243,0.247,0.243,0.046,0.044,0.064,0.096,0.522,0.179,1.412,0.016,0.258,0.391,1.092,1.324,0.324,0.175,0.576,0.285,0.451,0.309,0.822,6.346,15.926,0.248,0.871,0.964,,13.74,0.301,5.154,2.263,0.416,0.549,,0,0,0,-0.121,0.838,,2.97%,MRO,56584910
7017,15069,2013-12-31,2014-09-30,2015-01-31,12.112,0.898,6.92,15.028,15.114,15.2,7.308,1.65,3.228,0.445,0.11,0.421,0.149,0.51,0.164,0.413,0.128,0.054,0.062,0.677,0.061,0,0.061,0.059,0.051,0.154,0.757,0.243,0.247,0.243,0.046,0.044,0.064,0.096,0.522,0.179,1.412,0.016,0.258,0.391,1.092,1.324,0.324,0.175,0.576,0.285,0.451,0.309,0.822,6.346,15.926,0.248,0.871,0.964,,13.74,0.301,5.154,2.263,0.416,0.549,,0,0,0,-0.121,0.788,,3.16%,MRO,56584910
7017,15069,2014-12-31,2014-12-31,2015-02-28,11.167,1.231,5.808,19.347,19.483,19.62,6.247,1.734,3.427,0.56,0.089,0.405,0.11,0.51,0.125,0.423,0.123,0.043,0.045,0.288,0.048,0.044,0.048,0.043,0.037,0.154,0.798,0.202,0.243,0.202,0.049,0.044,0.16,0.078,0.376,0.177,1.456,0.167,0.292,0.355,1.002,1.253,0.366,0.06,0.516,0.226,0.416,0.298,0.713,4.4,4.204,0.548,0.967,1.049,,14.749,0.303,5.615,2.235,0.412,0.516,50.682,0,0,0,-0.126,0.8,,3.02%,MRO,56584910
7017,15069,2014-12-31,2014-12-31,2015-03-31,10.47,1.231,5.808,18.132,18.259,18.387,5.854,1.625,3.213,0.56,0.089,0.405,0.11,0.51,0.125,0.423,0.123,0.043,0.045,0.288,0.048,0.044,0.048,0.043,0.037,0.154,0.798,0.202,0.243,0.202,0.049,0.044,0.16,0.078,0.376,0.177,1.456,0.167,0.292,0.355,1.002,1.253,0.366,0.06,0.516,0.226,0.416,0.298,0.713,4.4,4.204,0.548,0.967,1.049,,14.749,0.303,5.615,2.235,0.412,0.516,50.682,0,0,0,-0.126,0.75,,3.22%,MRO,56584910
7017,15069,2014-12-31,2014-12-31,2015-04-30,12.471,1.231,5.808,21.597,21.748,21.901,6.973,1.936,3.827,0.56,0.089,0.405,0.11,0.51,0.125,0.423,0.123,0.043,0.045,0.288,0.048,0.044,0.048,0.043,0.037,0.154,0.798,0.202,0.243,0.202,0.049,0.044,0.16,0.078,0.376,0.177,1.456,0.167,0.292,0.355,1.002,1.253,0.366,0.06,0.516,0.226,0.416,0.298,0.713,4.4,4.204,0.548,0.967,1.049,,14.749,0.303,5.615,2.235,0.412,0.516,50.682,0,0,0,-0.126,0.893,,2.70%,MRO,56584910
7017,15069,2014-12-31,2015-03-31,2015-05-31,13.022,1.311,7.871,57.851,57.851,63.233,11.329,1.904,4.242,1.871,0.031,0.378,0.033,0.495,0.036,0.405,0.101,0.013,0.012,0.288,0.015,0,0.015,0.011,0.01,0.133,0.778,0.222,0.244,0.222,0.049,0.044,0.089,0.095,0.448,0.179,1.761,0.089,0.261,0.379,0.905,1.075,0.366,-0.285,0.537,0.255,0.43,0.299,0.753,4.4,4.204,0.339,0.899,0.993,,12.822,0.269,5.385,2.09,0.367,0.472,50.682,0,0,0,-0.112,0.795,,3.09%,MRO,56584910
7017,15069,2014-12-31,2015-03-31,2015-06-30,12.71,1.311,7.871,56.468,56.468,61.721,11.058,1.858,4.141,1.871,0.031,0.378,0.033,0.495,0.036,0.405,0.101,0.013,0.012,0.288,0.015,0,0.015,0.011,0.01,0.133,0.778,0.222,0.244,0.222,0.049,0.044,0.089,0.095,0.448,0.179,1.761,0.089,0.261,0.379,0.905,1.075,0.366,-0.285,0.537,0.255,0.43,0.299,0.753,4.4,4.204,0.339,0.899,0.993,,12.822,0.269,5.385,2.09,0.367,0.472,50.682,0,0,0,-0.112,0.776,,3.17%,MRO,56584910
7017,15069,2014-12-31,2015-03-31,2015-07-31,10.062,1.311,7.871,44.702,44.702,48.86,8.754,1.471,3.278,1.871,0.031,0.378,0.033,0.495,0.036,0.405,0.101,0.013,0.012,0.288,0.015,0,0.015,0.011,0.01,0.133,0.778,0.222,0.244,0.222,0.049,0.044,0.089,0.095,0.448,0.179,1.761,0.089,0.261,0.379,0.905,1.075,0.366,-0.285,0.537,0.255,0.43,0.299,0.753,4.4,4.204,0.339,0.899,0.993,,12.822,0.269,5.385,2.09,0.367,0.472,50.682,0,0,0,-0.112,0.614,,4.00%,MRO,56584910
7017,15069,2014-12-31,2015-06-30,2015-08-31,8.954,1.266,9.685,-40.209,-40.209,-25.806,16.786,1.421,3.211,0.56,-0.055,0.337,-0.071,0.476,-0.068,0.411,0.077,-0.02,-0.022,0.288,-0.022,0,-0.022,-0.021,-0.018,0.11,0.771,0.229,0.259,0.229,0.049,0.044,0.111,0.091,0.397,0.192,2.481,0.118,0.248,0.398,0.733,0.961,0.366,-0.44,0.526,0.264,0.427,0.304,0.744,4.4,4.204,0.447,0.952,1.048,,11.904,0.23,5.222,2.039,0.31,0.401,-29.808,0,0,0,-0.114,0.515,,4.86%,MRO,56584910
7017,15069,2014-12-31,2015-06-30,2015-09-30,7.975,1.266,9.685,-35.814,-35.814,-22.985,14.951,1.265,2.86,0.56,-0.055,0.337,-0.071,0.476,-0.068,0.411,0.077,-0.02,-0.022,0.288,-0.022,0,-0.022,-0.021,-0.018,0.11,0.771,0.229,0.259,0.229,0.049,0.044,0.111,0.091,0.397,0.192,2.481,0.118,0.248,0.398,0.733,0.961,0.366,-0.44,0.526,0.264,0.427,0.304,0.744,4.4,4.204,0.447,0.952,1.048,,11.904,0.23,5.222,2.039,0.31,0.401,-29.808,0,0,0,-0.114,0.458,,5.45%,MRO,56584910
7017,15069,2014-12-31,2015-06-30,2015-10-31,9.518,1.266,9.685,-42.744,-42.744,-27.433,17.845,1.51,3.414,0.56,-0.055,0.337,-0.071,0.476,-0.068,0.411,0.077,-0.02,-0.022,0.288,-0.022,0,-0.022,-0.021,-0.018,0.11,0.771,0.229,0.259,0.229,0.049,0.044,0.111,0.091,0.397,0.192,2.481,0.118,0.248,0.398,0.733,0.961,0.366,-0.44,0.526,0.264,0.427,0.304,0.744,4.4,4.204,0.447,0.952,1.048,,11.904,0.23,5.222,2.039,0.31,0.401,-29.808,0,0,0,-0.114,0.547,,4.57%,MRO,56584910
7017,15069,2014-12-31,2015-09-30,2015-11-30,10.315,2.098,12.649,-8.843,-8.843,-7.852,-24.319,1.755,5.008,0.56,-0.223,0.277,-0.296,0.435,-0.319,0.399,0.052,-0.065,-0.073,0.288,-0.073,0,-0.073,-0.068,-0.061,0.083,0.763,0.237,0.277,0.237,0.049,0.044,0.14,0.09,0.338,0.209,3.944,0.143,0.231,0.422,0.54,0.684,0.366,-0.887,0.52,0.277,0.425,0.311,0.738,4.4,4.204,0.607,1.023,1.123,,10.928,0.191,5.142,2.102,0.254,0.333,25.162,0,0,0,-0.109,0.542,,1.14%,MRO,56584910
7017,15069,2014-12-31,2015-09-30,2015-12-31,7.417,2.098,12.649,-6.359,-6.359,-5.646,-17.486,1.262,3.601,0.56,-0.223,0.277,-0.296,0.435,-0.319,0.399,0.052,-0.065,-0.073,0.288,-0.073,0,-0.073,-0.068,-0.061,0.083,0.763,0.237,0.277,0.237,0.049,0.044,0.14,0.09,0.338,0.209,3.944,0.143,0.231,0.422,0.54,0.684,0.366,-0.887,0.52,0.277,0.425,0.311,0.738,4.4,4.204,0.607,1.023,1.123,,10.928,0.191,5.142,2.102,0.254,0.333,25.162,0,0,0,-0.109,0.39,,1.59%,MRO,56584910
7017,15069,2014-12-31,2015-09-30,2016-01-31,5.732,2.098,12.649,-4.914,-4.914,-4.363,-13.514,0.975,2.783,0.56,-0.223,0.277,-0.296,0.435,-0.319,0.399,0.052,-0.065,-0.073,0.288,-0.073,0,-0.073,-0.068,-0.061,0.083,0.763,0.237,0.277,0.237,0.049,0.044,0.14,0.09,0.338,0.209,3.944,0.143,0.231,0.422,0.54,0.684,0.366,-0.887,0.52,0.277,0.425,0.311,0.738,4.4,4.204,0.607,1.023,1.123,,10.928,0.191,5.142,2.102,0.254,0.333,25.162,0,0,0,-0.109,0.301,,2.06%,MRO,56584910
7017,15069,2015-12-31,2015-12-31,2016-02-29,7.619,2.463,12.286,-3.284,-3.284,-2.518,-2.518,1.006,3.551,,-0.399,0.233,-0.477,0.394,-0.536,0.356,0.038,-0.099,-0.099,,-0.111,-0.064,-0.111,-0.092,-0.083,0.067,0.718,0.282,0.282,0.282,0.055,0.051,0.089,0.121,0.352,0.225,5.659,0,0.126,0.529,0.744,0.905,0.114,-1.221,0.508,0.347,0.426,0.316,0.742,-5.352,-7.594,0.706,1.317,1.498,,9.991,0.162,4.182,1.712,0.214,0.298,6.413,0,0,0,-0.11,0.265,,2.44%,MRO,56584910
7017,15069,2015-12-31,2015-12-31,2016-03-31,12.886,2.463,12.286,-4.456,-4.456,-3.417,-3.417,1.702,6.006,,-0.399,0.233,-0.477,0.394,-0.536,0.356,0.038,-0.099,-0.099,,-0.111,-0.064,-0.111,-0.092,-0.083,0.067,0.718,0.282,0.282,0.282,0.055,0.051,0.089,0.121,0.352,0.225,5.659,0,0.126,0.529,0.744,0.905,0.114,-1.221,0.508,0.347,0.426,0.316,0.742,-5.352,-7.594,0.706,1.317,1.498,,9.991,0.162,4.182,1.712,0.214,0.298,6.413,0,0,0,-0.11,0.448,,1.80%,MRO,56584910
7017,15069,2015-12-31,2015-12-31,2016-04-30,16.376,2.463,12.286,-5.636,-5.636,-4.322,-4.322,2.163,7.632,,-0.399,0.233,-0.477,0.394,-0.536,0.356,0.038,-0.099,-0.099,,-0.111,-0.064,-0.111,-0.092,-0.083,0.067,0.718,0.282,0.282,0.282,0.055,0.051,0.089,0.121,0.352,0.225,5.659,0,0.126,0.529,0.744,0.905,0.114,-1.221,0.508,0.347,0.426,0.316,0.742,-5.352,-7.594,0.706,1.317,1.498,,9.991,0.162,4.182,1.712,0.214,0.298,6.413,0,0,0,-0.11,0.569,,1.42%,MRO,56584910
