gvkey,permno,adate,qdate,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER,cusip
8068,34833,2012-12-31,2013-06-30,2013-09-30,14.832,0.673,5.496,17.29,17.322,17.069,17.227,3.144,6.509,0.414,0.185,0.564,0.286,0.564,0.304,0.397,0.208,0.096,0.143,0.402,0.11,0.085,0.11,0.126,0.11,0.205,0.85,0.149,0.159,0.15,0.019,0.018,0.106,0.125,0.483,0.116,0.564,0.059,0.312,0.288,1.735,1.487,0.468,0.19,0.475,0.152,0.379,0.238,0.612,33.566,50.412,0.339,1.192,1.362,,7.915,0.364,4.68,2.023,0.499,0.588,8.508,0,0,0,-0.109,1.557,2.333,2.74%,OXY,67459910
8068,34833,2012-12-31,2013-06-30,2013-10-31,15.241,0.673,5.496,17.76,17.793,17.533,17.694,3.231,6.689,0.414,0.185,0.564,0.286,0.564,0.304,0.397,0.208,0.096,0.143,0.402,0.11,0.085,0.11,0.126,0.11,0.205,0.85,0.149,0.159,0.15,0.019,0.018,0.106,0.125,0.483,0.116,0.564,0.059,0.312,0.288,1.735,1.487,0.468,0.19,0.475,0.152,0.379,0.238,0.612,33.566,50.412,0.339,1.192,1.362,,7.915,0.364,4.68,2.023,0.499,0.588,8.508,0,0,0,-0.109,1.6,2.396,2.66%,OXY,67459910
8068,34833,2012-12-31,2013-09-30,2013-11-30,15.553,0.661,5.379,16.748,16.748,16.515,16.66,3.13,6.075,0.413,0.19,0.575,0.295,0.575,0.314,0.405,0.214,0.099,0.149,0.402,0.114,0.088,0.114,0.131,0.114,0.211,0.853,0.145,0.157,0.145,0.018,0.017,0.105,0.125,0.49,0.114,0.541,0.079,0.318,0.277,1.749,1.567,0.468,0.281,0.472,0.146,0.379,0.236,0.611,36.953,56,0.329,1.155,1.32,,7.816,0.366,4.706,2.03,0.505,0.591,9.505,0,0,0,-0.12,1.536,2.717,2.70%,OXY,67459910
8068,34833,2012-12-31,2013-09-30,2013-12-31,15.576,0.661,5.379,16.772,16.772,16.539,16.684,3.135,6.084,0.413,0.19,0.575,0.295,0.575,0.314,0.405,0.214,0.099,0.149,0.402,0.114,0.088,0.114,0.131,0.114,0.211,0.853,0.145,0.157,0.145,0.018,0.017,0.105,0.125,0.49,0.114,0.541,0.079,0.318,0.277,1.749,1.567,0.468,0.281,0.472,0.146,0.379,0.236,0.611,36.953,56,0.329,1.155,1.32,,7.816,0.366,4.706,2.03,0.505,0.591,9.505,0,0,0,-0.12,1.538,2.721,2.69%,OXY,67459910
8068,34833,2012-12-31,2013-09-30,2014-01-31,14.164,0.661,5.379,15.444,15.444,15.23,15.363,2.85,5.533,0.413,0.19,0.575,0.295,0.575,0.314,0.405,0.214,0.099,0.149,0.402,0.114,0.088,0.114,0.131,0.114,0.211,0.853,0.145,0.157,0.145,0.018,0.017,0.105,0.125,0.49,0.114,0.541,0.079,0.318,0.277,1.749,1.567,0.468,0.281,0.472,0.146,0.379,0.236,0.611,36.953,56,0.329,1.155,1.32,,7.816,0.366,4.706,2.03,0.505,0.591,9.505,0,0,0,-0.12,1.399,2.506,2.92%,OXY,67459910
8068,34833,2013-12-31,2013-12-31,2014-02-28,15.557,0.665,5.866,15.081,15.105,13.15,13.186,3.142,5.943,0.349,0.242,0.576,0.332,0.66,0.396,0.467,0.211,0.123,0.166,0.388,0.142,0.114,0.142,0.144,0.126,0.232,0.857,0.138,0.138,0.139,0.017,0.016,0.13,0.106,0.501,0.1,0.493,0,0.324,0.266,1.67,1.533,0.496,0.301,0.467,0.138,0.375,0.224,0.605,51.186,68.805,0.402,1.2,1.343,,6.534,0.366,4.619,1.597,0.486,0.567,8.465,0,0,0,-0.105,1.527,0.897,2.65%,OXY,67459910
8068,34833,2013-12-31,2013-12-31,2014-03-31,15.245,0.665,5.866,14.889,14.912,12.982,13.018,3.079,5.824,0.349,0.242,0.576,0.332,0.66,0.396,0.467,0.211,0.123,0.166,0.388,0.142,0.114,0.142,0.144,0.126,0.232,0.857,0.138,0.138,0.139,0.017,0.016,0.13,0.106,0.501,0.1,0.493,0,0.324,0.266,1.67,1.533,0.496,0.301,0.467,0.138,0.375,0.224,0.605,51.186,68.805,0.402,1.2,1.343,,6.534,0.366,4.619,1.597,0.486,0.567,8.465,0,0,0,-0.105,1.496,0.886,3.02%,OXY,67459910
8068,34833,2013-12-31,2013-12-31,2014-04-30,15.319,0.665,5.866,14.961,14.984,13.045,13.081,3.094,5.852,0.349,0.242,0.576,0.332,0.66,0.396,0.467,0.211,0.123,0.166,0.388,0.142,0.114,0.142,0.144,0.126,0.232,0.857,0.138,0.138,0.139,0.017,0.016,0.13,0.106,0.501,0.1,0.493,0,0.324,0.266,1.67,1.533,0.496,0.301,0.467,0.138,0.375,0.224,0.605,51.186,68.805,0.402,1.2,1.343,,6.534,0.366,4.619,1.597,0.486,0.567,8.465,0,0,0,-0.105,1.503,0.89,3.01%,OXY,67459910
8068,34833,2013-12-31,2014-03-31,2014-05-31,16.013,0.673,6.028,16.236,16.236,14.061,13.49,3.325,6.066,0.364,0.242,0.576,0.334,0.576,0.399,0.486,0.199,0.116,0.159,0.388,0.135,0.104,0.135,0.138,0.12,0.197,0.856,0.139,0.145,0.14,0.015,0.015,0.121,0.115,0.484,0.105,0.535,0.041,0.324,0.267,1.609,1.533,0.496,0.285,0.471,0.14,0.377,0.23,0.609,54.755,74.236,0.373,1.182,1.336,,7.725,0.342,4.325,1.827,0.473,0.552,8.323,0,0,0,-0.106,1.554,1.218,2.89%,OXY,67459910
8068,34833,2013-12-31,2014-03-31,2014-06-30,16.485,0.673,6.028,16.715,16.715,14.475,13.888,3.424,6.244,0.364,0.242,0.576,0.334,0.576,0.399,0.486,0.199,0.116,0.159,0.388,0.135,0.104,0.135,0.138,0.12,0.197,0.856,0.139,0.145,0.14,0.015,0.015,0.121,0.115,0.484,0.105,0.535,0.041,0.324,0.267,1.609,1.533,0.496,0.285,0.471,0.14,0.377,0.23,0.609,54.755,74.236,0.373,1.182,1.336,,7.725,0.342,4.325,1.827,0.473,0.552,8.323,0,0,0,-0.106,1.6,1.254,2.81%,OXY,67459910
8068,34833,2013-12-31,2014-03-31,2014-07-31,15.695,0.673,6.028,15.914,15.914,13.781,13.222,3.259,5.945,0.364,0.242,0.576,0.334,0.576,0.399,0.486,0.199,0.116,0.159,0.388,0.135,0.104,0.135,0.138,0.12,0.197,0.856,0.139,0.145,0.14,0.015,0.015,0.121,0.115,0.484,0.105,0.535,0.041,0.324,0.267,1.609,1.533,0.496,0.285,0.471,0.14,0.377,0.23,0.609,54.755,74.236,0.373,1.182,1.336,,7.725,0.342,4.325,1.827,0.473,0.552,8.323,0,0,0,-0.106,1.523,1.194,2.95%,OXY,67459910
8068,34833,2013-12-31,2014-06-30,2014-08-31,16.243,0.632,6.632,17.061,17.061,14.968,13.685,3.559,6.593,0.384,0.243,0.554,0.316,0.554,0.403,0.509,0.183,0.111,0.144,0.388,0.13,0.099,0.13,0.124,0.108,0.181,0.856,0.137,0.14,0.138,0.014,0.014,0.113,0.115,0.498,0.101,0.56,0.021,0.327,0.263,1.468,1.429,0.496,0.211,0.468,0.137,0.377,0.228,0.609,58.594,74.906,0.346,1.159,1.309,,7.85,0.326,4.06,1.78,0.452,0.528,8.565,0,0,0,-0.097,1.598,4.788,2.78%,OXY,67459910
8068,34833,2013-12-31,2014-06-30,2014-09-30,15.056,0.632,6.632,15.814,15.814,13.874,12.685,3.299,6.111,0.384,0.243,0.554,0.316,0.554,0.403,0.509,0.183,0.111,0.144,0.388,0.13,0.099,0.13,0.124,0.108,0.181,0.856,0.137,0.14,0.138,0.014,0.014,0.113,0.115,0.498,0.101,0.56,0.021,0.327,0.263,1.468,1.429,0.496,0.211,0.468,0.137,0.377,0.228,0.609,58.594,74.906,0.346,1.159,1.309,,7.85,0.326,4.06,1.78,0.452,0.528,8.565,0,0,0,-0.097,1.481,4.438,3.00%,OXY,67459910
8068,34833,2013-12-31,2014-06-30,2014-10-31,13.851,0.632,6.632,14.627,14.627,12.833,11.732,3.035,5.622,0.384,0.243,0.554,0.316,0.554,0.403,0.509,0.183,0.111,0.144,0.388,0.13,0.099,0.13,0.124,0.108,0.181,0.856,0.137,0.14,0.138,0.014,0.014,0.113,0.115,0.498,0.101,0.56,0.021,0.327,0.263,1.468,1.429,0.496,0.211,0.468,0.137,0.377,0.228,0.609,58.594,74.906,0.346,1.159,1.309,,7.85,0.326,4.06,1.78,0.452,0.528,8.565,0,0,0,-0.097,1.363,4.104,3.24%,OXY,67459910
8068,34833,2013-12-31,2014-09-30,2014-11-30,12.119,0.686,7.334,14.8,14.827,12.804,11.126,2.921,5.453,0.44,0.233,0.538,0.296,0.538,0.388,0.529,0.164,0.098,0.125,0.388,0.115,0.087,0.115,0.107,0.093,0.162,0.855,0.136,0.144,0.137,0.012,0.011,0.104,0.119,0.499,0.104,0.638,0.055,0.331,0.26,1.301,1.296,0.496,0.117,0.465,0.136,0.377,0.23,0.612,60.47,75.458,0.315,1.095,1.243,,7.541,0.302,3.905,1.741,0.419,0.49,9.964,0,0,0,-0.092,1.21,,3.61%,OXY,67459910
8068,34833,2013-12-31,2014-09-30,2014-12-31,12.247,0.686,7.334,14.955,14.983,12.939,11.243,2.952,5.511,0.44,0.233,0.538,0.296,0.538,0.388,0.529,0.164,0.098,0.125,0.388,0.115,0.087,0.115,0.107,0.093,0.162,0.855,0.136,0.144,0.137,0.012,0.011,0.104,0.119,0.499,0.104,0.638,0.055,0.331,0.26,1.301,1.296,0.496,0.117,0.465,0.136,0.377,0.23,0.612,60.47,75.458,0.315,1.095,1.243,,7.541,0.302,3.905,1.741,0.419,0.49,9.964,0,0,0,-0.092,1.223,,3.57%,OXY,67459910
8068,34833,2013-12-31,2014-09-30,2015-01-31,12.154,0.686,7.334,14.842,14.87,12.841,11.158,2.929,5.469,0.44,0.233,0.538,0.296,0.538,0.388,0.529,0.164,0.098,0.125,0.388,0.115,0.087,0.115,0.107,0.093,0.162,0.855,0.136,0.144,0.137,0.012,0.011,0.104,0.119,0.499,0.104,0.638,0.055,0.331,0.26,1.301,1.296,0.496,0.117,0.465,0.136,0.377,0.23,0.612,60.47,75.458,0.315,1.095,1.243,,7.541,0.302,3.905,1.741,0.419,0.49,9.964,0,0,0,-0.092,1.214,,3.60%,OXY,67459910
8068,34833,2014-12-31,2014-12-31,2015-02-28,13.877,0.611,19.815,-58.119,-58.119,-427,98.582,3.107,5.422,,-0.007,0.18,-0.04,0.266,0.081,0.219,0.055,-0.003,-0.017,1.084,-0.004,-0.001,-0.004,-0.015,-0.013,0.091,0.836,0.164,0.164,0.164,0.011,0.011,0.367,0.076,0.303,0.122,1.965,0,0.387,0.321,0.422,1.343,0.52,0.193,0.536,0.18,0.379,0.257,0.609,-0.87,-10.143,0.947,1.555,1.683,,12.592,0.307,3.909,2.611,0.462,0.552,3.431,0,0,0,-0.178,1.58,,3.70%,OXY,67459910
8068,34833,2014-12-31,2014-12-31,2015-03-31,12.993,0.611,19.815,-54.478,-54.478,-405.56,92.405,2.909,5.076,,-0.007,0.18,-0.04,0.266,0.081,0.219,0.055,-0.003,-0.017,1.084,-0.004,-0.001,-0.004,-0.015,-0.013,0.091,0.836,0.164,0.164,0.164,0.011,0.011,0.367,0.076,0.303,0.122,1.965,0,0.387,0.321,0.422,1.343,0.52,0.193,0.536,0.18,0.379,0.257,0.609,-0.87,-10.143,0.947,1.555,1.683,,12.592,0.307,3.909,2.611,0.462,0.552,3.431,0,0,0,-0.178,1.48,,3.95%,OXY,67459910
8068,34833,2014-12-31,2014-12-31,2015-04-30,14.256,0.611,19.815,-59.776,-59.776,-397.44,101.392,3.192,5.57,,-0.007,0.18,-0.04,0.266,0.081,0.219,0.055,-0.003,-0.017,1.084,-0.004,-0.001,-0.004,-0.015,-0.013,0.091,0.836,0.164,0.164,0.164,0.011,0.011,0.367,0.076,0.303,0.122,1.965,0,0.387,0.321,0.422,1.343,0.52,0.193,0.536,0.18,0.379,0.257,0.609,-0.87,-10.143,0.947,1.555,1.683,,12.592,0.307,3.909,2.611,0.462,0.552,3.431,0,0,0,-0.178,1.623,,3.60%,OXY,67459910
8068,34833,2014-12-31,2015-03-31,2015-05-31,12.798,0.662,52.783,-24.981,-24.822,-39.49,-59.235,3.445,6.724,,-0.086,0.082,-0.165,0.1,-0.035,0.135,0.021,-0.031,-0.06,1.084,-0.036,-0.026,-0.036,-0.052,-0.045,0.028,0.849,0.145,0.158,0.146,0.013,0.012,0.196,0.107,0.396,0.115,5.064,0.079,0.355,0.282,0.17,1.065,0.52,0.067,0.483,0.151,0.376,0.242,0.606,-16.576,-33.929,0.552,1.214,1.359,2.398,12.891,0.277,3.861,2.997,0.38,0.447,5.786,0,0,0,-0.163,1.618,,3.68%,OXY,67459910
8068,34833,2014-12-31,2015-03-31,2015-06-30,12.729,0.662,52.783,-24.847,-24.689,-39.278,-58.917,3.427,6.688,,-0.086,0.082,-0.165,0.1,-0.035,0.135,0.021,-0.031,-0.06,1.084,-0.036,-0.026,-0.036,-0.052,-0.045,0.028,0.849,0.145,0.158,0.146,0.013,0.012,0.196,0.107,0.396,0.115,5.064,0.079,0.355,0.282,0.17,1.065,0.52,0.067,0.483,0.151,0.376,0.242,0.606,-16.576,-33.929,0.552,1.214,1.359,2.398,12.891,0.277,3.861,2.997,0.38,0.447,5.786,0,0,0,-0.163,1.61,,3.86%,OXY,67459910
8068,34833,2014-12-31,2015-03-31,2015-07-31,11.49,0.662,52.783,-22.428,-22.286,-35.455,-53.182,3.093,6.037,,-0.086,0.082,-0.165,0.1,-0.035,0.135,0.021,-0.031,-0.06,1.084,-0.036,-0.026,-0.036,-0.052,-0.045,0.028,0.849,0.145,0.158,0.146,0.013,0.012,0.196,0.107,0.396,0.115,5.064,0.079,0.355,0.282,0.17,1.065,0.52,0.067,0.483,0.151,0.376,0.242,0.606,-16.576,-33.929,0.552,1.214,1.359,2.398,12.891,0.277,3.861,2.997,0.38,0.447,5.786,0,0,0,-0.163,1.453,,4.27%,OXY,67459910
8068,34833,2014-12-31,2015-06-30,2015-08-31,12.772,0.614,118.723,-16.707,-16.669,-22.745,-25.089,3.537,8.119,,-0.157,0.038,-0.242,0.081,-0.132,0.055,0.009,-0.056,-0.082,1.084,-0.063,-0.047,-0.063,-0.073,-0.063,0.022,0.842,0.154,0.176,0.155,0.011,0.01,0.239,0.102,0.354,0.129,12.791,0.123,0.365,0.3,0.073,0.845,0.52,-0.029,0.498,0.164,0.378,0.252,0.61,-32.863,-52.192,0.654,1.266,1.41,5.115,12.434,0.268,3.892,3.049,0.364,0.432,4.737,0,0,0,-0.153,1.53,,4.11%,OXY,67459910
8068,34833,2014-12-31,2015-06-30,2015-09-30,11.572,0.614,118.723,-15.137,-15.103,-20.607,-22.732,3.205,7.356,,-0.157,0.038,-0.242,0.081,-0.132,0.055,0.009,-0.056,-0.082,1.084,-0.063,-0.047,-0.063,-0.073,-0.063,0.022,0.842,0.154,0.176,0.155,0.011,0.01,0.239,0.102,0.354,0.129,12.791,0.123,0.365,0.3,0.073,0.845,0.52,-0.029,0.498,0.164,0.378,0.252,0.61,-32.863,-52.192,0.654,1.266,1.41,5.115,12.434,0.268,3.892,3.049,0.364,0.432,4.737,0,0,0,-0.153,1.386,,4.54%,OXY,67459910
8068,34833,2014-12-31,2015-06-30,2015-10-31,13.036,0.614,118.723,-17.057,-17.018,-23.221,-25.615,3.61,8.287,,-0.157,0.038,-0.242,0.081,-0.132,0.055,0.009,-0.056,-0.082,1.084,-0.063,-0.047,-0.063,-0.073,-0.063,0.022,0.842,0.154,0.176,0.155,0.011,0.01,0.239,0.102,0.354,0.129,12.791,0.123,0.365,0.3,0.073,0.845,0.52,-0.029,0.498,0.164,0.378,0.252,0.61,-32.863,-52.192,0.654,1.266,1.41,5.115,12.434,0.268,3.892,3.049,0.364,0.432,4.737,0,0,0,-0.153,1.562,,4.02%,OXY,67459910
8068,34833,2014-12-31,2015-09-30,2015-11-30,15.005,0.643,-15.662,-8.27,-8.27,-9.58,-9.605,4.129,10.992,,-0.434,-0.295,-0.615,-0.225,-0.488,-0.23,-0.07,-0.149,-0.195,1.084,-0.166,-0.126,-0.166,-0.179,-0.153,-0.059,0.832,0.168,0.191,0.168,0.016,0.014,0.277,0.097,0.322,0.142,-1.839,0.119,0.372,0.327,-0.542,0.691,0.52,-0.066,0.521,0.186,0.382,0.263,0.618,-56.838,-81.876,0.746,1.362,1.508,29.502,15.48,0.261,3.79,3.983,0.352,0.423,3.622,0,0,0,-0.198,1.778,,3.97%,OXY,67459910
8068,34833,2014-12-31,2015-09-30,2015-12-31,13.421,0.643,-15.662,-7.397,-7.397,-8.569,-8.591,3.693,9.832,,-0.434,-0.295,-0.615,-0.225,-0.488,-0.23,-0.07,-0.149,-0.195,1.084,-0.166,-0.126,-0.166,-0.179,-0.153,-0.059,0.832,0.168,0.191,0.168,0.016,0.014,0.277,0.097,0.322,0.142,-1.839,0.119,0.372,0.327,-0.542,0.691,0.52,-0.066,0.521,0.186,0.382,0.263,0.618,-56.838,-81.876,0.746,1.362,1.508,29.502,15.48,0.261,3.79,3.983,0.352,0.423,3.622,0,0,0,-0.198,1.591,,4.44%,OXY,67459910
8068,34833,2014-12-31,2015-09-30,2016-01-31,13.663,0.643,-15.662,-7.531,-7.531,-8.724,-8.746,3.76,10.009,,-0.434,-0.295,-0.615,-0.225,-0.488,-0.23,-0.07,-0.149,-0.195,1.084,-0.166,-0.126,-0.166,-0.179,-0.153,-0.059,0.832,0.168,0.191,0.168,0.016,0.014,0.277,0.097,0.322,0.142,-1.839,0.119,0.372,0.327,-0.542,0.691,0.52,-0.066,0.521,0.186,0.382,0.263,0.618,-56.838,-81.876,0.746,1.362,1.508,29.502,15.48,0.261,3.79,3.983,0.352,0.423,3.622,0,0,0,-0.198,1.619,,4.36%,OXY,67459910
8068,34833,2015-12-31,2015-12-31,2016-02-29,29.509,0.497,-14.377,-6.994,-6.994,-6.468,-6.727,4.212,15.687,,-0.653,-0.334,-0.698,-0.23,-0.759,-0.288,-0.084,-0.256,-0.234,,-0.275,-0.179,-0.275,-0.219,-0.184,-0.066,0.78,0.22,0.267,0.22,0.021,0.019,0.23,0.105,0.316,0.192,-1.998,0.174,0.358,0.361,-0.61,0.49,0.176,-0.573,0.603,0.268,0.439,0.319,0.784,-54.415,-59.286,0.642,1.23,1.374,30.487,15.059,0.25,3.478,3.683,0.4,0.513,4.875,0,0,0,-0.231,2.048,-0.003,4.36%,OXY,67459910
8068,34833,2015-12-31,2015-12-31,2016-03-31,29.338,0.497,-14.377,-6.954,-6.954,-6.431,-6.689,4.188,15.596,,-0.653,-0.334,-0.698,-0.23,-0.759,-0.288,-0.084,-0.256,-0.234,,-0.275,-0.179,-0.275,-0.219,-0.184,-0.066,0.78,0.22,0.267,0.22,0.021,0.019,0.23,0.105,0.316,0.192,-1.998,0.174,0.358,0.361,-0.61,0.49,0.176,-0.573,0.603,0.268,0.439,0.319,0.784,-54.415,-59.286,0.642,1.23,1.374,30.487,15.059,0.25,3.478,3.683,0.4,0.513,4.875,0,0,0,-0.231,2.036,-0.003,4.38%,OXY,67459910
8068,34833,2015-12-31,2015-12-31,2016-04-30,32.862,0.497,-14.377,-7.79,-7.79,-7.204,-7.493,4.691,17.47,,-0.653,-0.334,-0.698,-0.23,-0.759,-0.288,-0.084,-0.256,-0.234,,-0.275,-0.179,-0.275,-0.219,-0.184,-0.066,0.78,0.22,0.267,0.22,0.021,0.019,0.23,0.105,0.316,0.192,-1.998,0.174,0.358,0.361,-0.61,0.49,0.176,-0.573,0.603,0.268,0.439,0.319,0.784,-54.415,-59.286,0.642,1.23,1.374,30.487,15.059,0.25,3.478,3.683,0.4,0.513,4.875,0,0,0,-0.231,2.28,-0.004,3.91%,OXY,67459910
8068,34833,2015-12-31,2016-03-31,2016-05-31,22.566,0.487,-13.79,-7.514,-7.514,-6.947,-7.643,5.004,16.561,,-0.72,-0.388,-0.789,-0.278,-0.852,-0.318,-0.089,-0.252,-0.237,,-0.273,-0.205,-0.273,-0.225,-0.191,-0.067,0.809,0.191,0.237,0.191,0.027,0.022,0.217,0.108,0.338,0.172,-1.825,0.195,0.368,0.334,-0.618,0.481,0.176,-0.22,0.56,0.219,0.414,0.294,0.706,-45.842,-51.322,0.59,1.209,1.355,45.825,13.929,0.243,3.481,4.243,0.335,0.414,4.488,0,0,0,-0.242,2.266,-0.06,3.98%,OXY,67459910
8068,34833,2015-12-31,2016-03-31,2016-06-30,22.601,0.487,-13.79,-7.526,-7.526,-6.958,-7.656,5.012,16.588,,-0.72,-0.388,-0.789,-0.278,-0.852,-0.318,-0.089,-0.252,-0.237,,-0.273,-0.205,-0.273,-0.225,-0.191,-0.067,0.809,0.191,0.237,0.191,0.027,0.022,0.217,0.108,0.338,0.172,-1.825,0.195,0.368,0.334,-0.618,0.481,0.176,-0.22,0.56,0.219,0.414,0.294,0.706,-45.842,-51.322,0.59,1.209,1.355,45.825,13.929,0.243,3.481,4.243,0.335,0.414,4.488,0,0,0,-0.242,2.269,-0.06,3.97%,OXY,67459910
8068,34833,2015-12-31,2016-03-31,2016-07-31,22.353,0.487,-13.79,-7.443,-7.443,-6.881,-7.571,4.957,16.405,,-0.72,-0.388,-0.789,-0.278,-0.852,-0.318,-0.089,-0.252,-0.237,,-0.273,-0.205,-0.273,-0.225,-0.191,-0.067,0.809,0.191,0.237,0.191,0.027,0.022,0.217,0.108,0.338,0.172,-1.825,0.195,0.368,0.334,-0.618,0.481,0.176,-0.22,0.56,0.219,0.414,0.294,0.706,-45.842,-51.322,0.59,1.209,1.355,45.825,13.929,0.243,3.481,4.243,0.335,0.414,4.488,0,0,0,-0.242,2.244,-0.059,4.01%,OXY,67459910
8068,34833,2015-12-31,2016-06-30,2016-08-31,31.872,0.429,-11.895,-7.354,-7.354,-6.819,-7.476,5.551,15.437,,-0.814,-0.486,-0.919,-0.366,-0.997,-0.378,-0.108,-0.287,-0.27,,-0.309,-0.228,-0.309,-0.258,-0.216,-0.087,0.785,0.215,0.253,0.215,0.037,0.032,0.205,0.108,0.333,0.183,-1.585,0.15,0.343,0.361,-0.78,0.577,0.176,0.092,0.586,0.256,0.432,0.31,0.76,-32.49,-37.802,0.596,1.257,1.409,51.691,14.404,0.238,3.42,4.474,0.328,0.418,3.923,0,0,0,-0.267,2.372,-0.156,3.90%,OXY,67459910
8068,34833,2015-12-31,2016-06-30,2016-09-30,30.242,0.429,-11.895,-6.978,-6.978,-6.47,-7.093,5.267,14.648,,-0.814,-0.486,-0.919,-0.366,-0.997,-0.378,-0.108,-0.287,-0.27,,-0.309,-0.228,-0.309,-0.258,-0.216,-0.087,0.785,0.215,0.253,0.215,0.037,0.032,0.205,0.108,0.333,0.183,-1.585,0.15,0.343,0.361,-0.78,0.577,0.176,0.092,0.586,0.256,0.432,0.31,0.76,-32.49,-37.802,0.596,1.257,1.409,51.691,14.404,0.238,3.42,4.474,0.328,0.418,3.923,0,0,0,-0.267,2.251,-0.148,4.17%,OXY,67459910
8068,34833,2015-12-31,2016-06-30,2016-10-31,30.238,0.429,-11.895,-6.977,-6.977,-6.469,-7.092,5.266,14.646,,-0.814,-0.486,-0.919,-0.366,-0.997,-0.378,-0.108,-0.287,-0.27,,-0.309,-0.228,-0.309,-0.258,-0.216,-0.087,0.785,0.215,0.253,0.215,0.037,0.032,0.205,0.108,0.333,0.183,-1.585,0.15,0.343,0.361,-0.78,0.577,0.176,0.092,0.586,0.256,0.432,0.31,0.76,-32.49,-37.802,0.596,1.257,1.409,51.691,14.404,0.238,3.42,4.474,0.328,0.418,3.923,0,0,0,-0.267,2.251,-0.148,4.17%,OXY,67459910
8068,34833,2015-12-31,2016-09-30,2016-11-30,44.68,0.425,-29.771,-10.151,-10.151,-8.734,-9.939,5.395,15.885,,-0.617,-0.208,-0.652,-0.079,-0.768,-0.169,-0.047,-0.23,-0.197,,-0.247,-0.175,-0.247,-0.186,-0.157,-0.019,0.762,0.238,0.266,0.238,0.038,0.034,0.192,0.108,0.351,0.192,-3.883,0.106,0.324,0.384,-0.341,0.558,0.176,0.148,0.609,0.293,0.448,0.325,0.812,-21.523,-23.801,0.593,1.28,1.435,40.055,11.429,0.239,3.265,3.458,0.33,0.432,3.779,0,0,0,-0.22,2.3,,4.26%,OXY,67459910
8068,34833,2015-12-31,2016-09-30,2016-12-31,44.599,0.425,-29.771,-10.132,-10.132,-8.718,-9.921,5.385,15.856,,-0.617,-0.208,-0.652,-0.079,-0.768,-0.169,-0.047,-0.23,-0.197,,-0.247,-0.175,-0.247,-0.186,-0.157,-0.019,0.762,0.238,0.266,0.238,0.038,0.034,0.192,0.108,0.351,0.192,-3.883,0.106,0.324,0.384,-0.341,0.558,0.176,0.148,0.609,0.293,0.448,0.325,0.812,-21.523,-23.801,0.593,1.28,1.435,40.055,11.429,0.239,3.265,3.458,0.33,0.432,3.779,0,0,0,-0.22,2.296,,4.27%,OXY,67459910
8068,34833,2015-12-31,2016-09-30,2017-01-31,42.433,0.425,-29.771,-9.64,-9.64,-8.295,-9.439,5.124,15.086,,-0.617,-0.208,-0.652,-0.079,-0.768,-0.169,-0.047,-0.23,-0.197,,-0.247,-0.175,-0.247,-0.186,-0.157,-0.019,0.762,0.238,0.266,0.238,0.038,0.034,0.192,0.108,0.351,0.192,-3.883,0.106,0.324,0.384,-0.341,0.558,0.176,0.148,0.609,0.293,0.448,0.325,0.812,-21.523,-23.801,0.593,1.28,1.435,40.055,11.429,0.239,3.265,3.458,0.33,0.432,3.779,0,0,0,-0.22,2.185,,4.49%,OXY,67459910
8068,34833,2016-12-31,2016-12-31,2017-02-28,198.021,0.416,23.306,-61.84,-61.84,-50.038,-87.4,4.965,14.809,,-0.099,0.273,-0.15,0.411,-0.165,0.327,0.064,-0.041,-0.047,,-0.044,-0.022,-0.044,-0.044,-0.037,0.096,0.686,0.314,0.314,0.314,0.035,0.032,0.104,0.103,0.564,0.228,3.561,0,0.294,0.454,0.433,0.532,0.157,0.197,0.668,0.434,0.501,0.39,1.005,-2.432,-5.175,0.355,1.189,1.325,,6.416,0.233,2.614,1.664,0.322,0.469,4.884,0,0,0,-0.101,2.214,-0.027,4.64%,OXY,67459910
8068,34833,2016-12-31,2016-12-31,2017-03-31,191.477,0.416,23.306,-59.774,-59.774,-48.366,-84.48,4.801,14.32,,-0.099,0.273,-0.15,0.411,-0.165,0.327,0.064,-0.041,-0.047,,-0.044,-0.022,-0.044,-0.044,-0.037,0.096,0.686,0.314,0.314,0.314,0.035,0.032,0.104,0.103,0.564,0.228,3.561,0,0.294,0.454,0.433,0.532,0.157,0.197,0.668,0.434,0.501,0.39,1.005,-2.432,-5.175,0.355,1.189,1.325,,6.416,0.233,2.614,1.664,0.322,0.469,4.884,0,0,0,-0.101,2.141,-0.026,4.80%,OXY,67459910
